"id","code","name","note","user_type_id:id","reconcile","chart_template_id:id"
"account_account_1_1_01_01_019","1-1-01-01-019","Petty Cash Malang",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_020","1-1-01-01-020","Petty Cash Medan",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_021","1-1-01-01-021","Petty Cash Palembang",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_022","1-1-01-01-022","Petty Cash Pekanbaru",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_023","1-1-01-01-023","Petty Cash Pontianak",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_024","1-1-01-01-024","Petty Cash Purwokerto",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_025","1-1-01-01-025","Petty Cash Samarinda",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_026","1-1-01-01-026","Petty Cash Semarang",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_027","1-1-01-01-027","Petty Cash Serang",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_028","1-1-01-01-028","Petty Cash Solo",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_029","1-1-01-01-029","Petty Cash Surabaya",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_030","1-1-01-01-030","Petty Cash Tasikmalaya",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_01_031","1-1-01-01-031","Petty Cash Tegal",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02","1-1-01-02","Cash In Bank",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_001","1-1-01-02-001","Bank Mandiri HO (IDR) 102-000-434-888-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_002","1-1-01-02-002","Bank Mandiri HO (IDR) 102-00-0502-109-9",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_003","1-1-01-02-003","Bank Mandiri BDG (IDR) 102-00-0519-833-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_004","1-1-01-02-004","Bank Mandiri BGK (IDR) 102-00-0519-834-3",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_005","1-1-01-02-005","Bank Mandiri PKB (IDR) 102-00-0519-835-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_006","1-1-01-02-006","Bank Mandiri BTM (IDR) 102-00-0519-836-8",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_007","1-1-01-02-007","Bank Mandiri SOL (IDR) 102-00-0519-837-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_008","1-1-01-02-008","Bank Mandiri SBY (IDR) 102-00-0519-839-2",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_009","1-1-01-02-009","Bank Mandiri MKS (IDR) 102-00-0519-841-8",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_010","1-1-01-02-010","Bank Mandiri BJM (IDR) 102-00-0519-842-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_011","1-1-01-02-011","Bank Mandiri CBN (IDR) 102-000-569-769-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_012","1-1-01-02-012","Bank Mandiri JMB (IDR) 102-000-569-770-8",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_013","1-1-01-02-013","Bank Mandiri JGJ (IDR) 102-000-569-771-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_014","1-1-01-02-014","Bank Mandiri MDN (IDR) 102-000-569-772-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_015","1-1-01-02-015","Bank Mandiri PLG (IDR) 102-000-569-775-7",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_016","1-1-01-02-016","Bank Mandiri SMG (IDR) 102-000-569-777-3",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_017","1-1-01-02-017","Bank Mandiri BAL (IDR) 102-000-569-778-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_018","1-1-01-02-018","Bank Mandiri BGR (IDR) 102-000-569-779-9",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_019","1-1-01-02-019","Bank Mandiri SRG (IDR) 102-000-569-781-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_020","1-1-01-02-020","Bank Mandiri SMD (IDR) 102-000-569-782-3",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_021","1-1-01-02-021","Bank Mandiri LPG (IDR) 102-000-569-783-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_022","1-1-01-02-022","Bank Mandiri PTK (IDR) 102-000-569-784-9",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_023","1-1-01-02-023","Bank Mandiri MLG (IDR) 102-000-569-785-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_024","1-1-01-02-024","Bank Mandiri BKS (IDR) 102-000-569-786-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_025","1-1-01-02-025","Bank Mandiri PWT (IDR) 102-000-569-787-2",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_026","1-1-01-02-026","Bank Mandiri JBR (IDR) 102-000-597-109-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_027","1-1-01-02-027","Bank Mandiri ACH (IDR) 102-000-600-607-3",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_028","1-1-01-02-028","Bank Mandiri TSK (IDR) 102-000-601-436-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_029","1-1-01-02-029","Bank Mandiri JKT (IDR) 102-000-603-841-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_030","1-1-01-02-030","Bank Mandiri KDR (IDR) 102-000-627-630-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_031","1-1-01-02-031","Bank Mandiri TGL (IDR) 102-000-635-575-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_032","1-1-01-02-032","Bank Mandiri HO (IDR) 102-000-653-914-9",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_033","1-1-01-02-033","Bank Mandiri HO (IDR) 102-000-653-915-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_034","1-1-01-02-034","Bank Mandiri HO USD 102-00-0515-840-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_035","1-1-01-02-035","Bank Mandiri HO USD 102-000-646-694-7",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_101","1-1-01-02-101","BCA JBR (IDR) 178-302-523-3",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_102","1-1-01-02-102","BCA HO (IDR) 178-302-533-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_103","1-1-01-02-103","BCA SBY (IDR) 178-302-543-8",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_104","1-1-01-02-104","BCA BKS (IDR) 178-302-553-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_105","1-1-01-02-105","BCA MDN (IDR) 178-302-563-2",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_106","1-1-01-02-106","BCA PWT (IDR) 178-302-573-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_107","1-1-01-02-107","BCA SMG (IDR) 178-302-583-7",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_108","1-1-01-02-108","BCA MLG (IDR) 178-302-593-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_109","1-1-01-02-109","BCA PTK (IDR) 178-302-513-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_110","1-1-01-02-110","BCA PLG (IDR) 178-302-911-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_111","1-1-01-02-111","BCA BAL (IDR) 178-302-912-3",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_112","1-1-01-02-112","BCA BTM (IDR) 178-302-913-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_113","1-1-01-02-113","BCA SMD (IDR) 178-302-921-2",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_114","1-1-01-02-114","BCA JKT (IDR) 178-302-922-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_115","1-1-01-02-115","BCA KDR (IDR) 178-302-930-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_116","1-1-01-02-116","BCA JGJ (IDR) 178-302-931-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_117","1-1-01-02-117","BCA ACH (IDR) 178-302-880-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_201","1-1-01-02-201","BNI HO (IDR) 280-028-0062",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_118","1-1-01-02-118","BCA BDG (IDR) A/C No. 178-008-855-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_119","1-1-01-02-119","BCA BGK (IDR) A/C No. 178-008-865-2",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_120","1-1-01-02-120","BCA BJM (IDR) A/C No. 178-008-875-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_121","1-1-01-02-121","BCA BGR (IDR) A/C No. 178-008-876-8",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_122","1-1-01-02-122","BCA CBN (IDR) A/C No. 178-008-877-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_123","1-1-01-02-123","BCA JMB (IDR) A/C No. 178-008-878-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_124","1-1-01-02-124","BCA LPG (IDR) A/C No. 178-008-879-2",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_125","1-1-01-02-125","BCA MKS (IDR) A/C No. 178-008-880-6",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_126","1-1-01-02-126","BCA PKB (IDR) A/C No. 178-008-881-4",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_127","1-1-01-02-127","BCA SRG (IDR) A/C No. 178-008-883-1",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_128","1-1-01-02-128","BCA SOL (IDR) A/C No. 178-008-884-9",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_129","1-1-01-02-129","BCA TSK (IDR) A/C No. 178-008-885-7",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_130","1-1-01-02-130","BCA TGL (IDR) A/C No. 178-008-886-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_301","1-1-01-02-301","CIMB Niaga HO (IDR) 225-01-00089-00-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_401","1-1-01-02-401","Bank Muamalat HO (IDR) 302-000-716-5",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_501","1-1-01-02-501","Bank Mega HO (IDR) 01-094-00-20-43717-0",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_601","1-1-01-02-601","Bank Panin HO (IDR) 140-527-029-9",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_02_999","1-1-01-02-999","Bank - Revaluation Adjustment",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_03","1-1-01-03","Time Deposits",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_03_001","1-1-01-03-001","Time Deposit - Bank Mandiri (IDR)",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_03_002","1-1-01-03-002","Time Deposit - Bank Muamalat (IDR)",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_03_003","1-1-01-03-003","Time Deposit - BNI (IDR)",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_03_004","1-1-01-03-004","Time Deposit - CIMB Niaga (IDR)",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_01_03_999","1-1-01-03-999","Time Deposit - Revaluation Adjustment",,"account.data_account_type_liquidity","False","l10n_id_paragon_chart_template"
"account_account_1_1_02","1-1-02","Receivables",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_01","1-1-02-01","Trade Receivables - Third Party",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_01_001","1-1-02-01-001","Trade Receivable - Third Party Domestic",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_01_002","1-1-02-01-002","Trade Receivable - Third Party Overseas",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_01_999","1-1-02-01-999","Trade Receivable - Third Party Revaluation Adjustment",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_02","1-1-02-02","Trade Receivables - Related Party",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_02_001","1-1-02-02-001","Trade Receivable - Related Party Domestic",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_02_002","1-1-02-02-002","Trade Receivable - Related Party Overseas",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_02_999","1-1-02-02-999","Trade Receivable - Related Party Revaluation Adjustment",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_03","1-1-02-03","Allowance For Doubtful Debts",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_03_001","1-1-02-03-001","Allowance For Doubtful Debt",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_04","1-1-02-04","Other Receivables",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_02_04_001","1-1-02-04-001","Other Receivables",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_03","1-1-03","Inventories",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_03_01","1-1-03-01","Raw Material Inventories",,"account.data_account_type_receivable","True","l10n_id_paragon_chart_template"
"account_account_1_1_03_01_001","1-1-03-01-001","Packaging Material",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_01_002","1-1-03-01-002","Others",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_02","1-1-03-02","Semi - Finished Goods Inventories",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_02_001","1-1-03-02-001","Semi - Finished Goods",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_03","1-1-03-03","Work In Process Inventories",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_03_001","1-1-03-03-001","Work In Process",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_04","1-1-03-04","Finished Goods",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_04_001","1-1-03-04-001","Finished Goods",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_04_002","1-1-03-04-002","Finished Goods - Not For Sale",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_05","1-1-03-05","Goods In-Transit",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_05_001","1-1-03-05-001","GIT - Raw Material",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_05_002","1-1-03-05-002","GIT - Finished Goods",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_06","1-1-03-06","Allowance For Obsolete & Unused/Slow Moving Inventories",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_06_001","1-1-03-06-001","Allowance For Inventory Obsolence - Raw Material",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_06_002","1-1-03-06-002","Allowance For Inventory Obsolence - Work In Process",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_03_06_003","1-1-03-06-003","Allowance For Inventory Obsolence - Finished Goods",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_04","1-1-04","Prepaid Expenses",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01","1-1-04-01","Prepaid Taxes",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01_001","1-1-04-01-001","Prepaid Tax - Art 21",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01_002","1-1-04-01-002","Prepaid Tax - Art 22",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01_003","1-1-04-01-003","Prepaid Tax - Art 23",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01_004","1-1-04-01-004","Prepaid Tax - Art 24",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01_005","1-1-04-01-005","Prepaid Tax - Art 25",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_01_006","1-1-04-01-006","Prepaid Tax - Art 26",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_02","1-1-04-02","Prepaid Insurances",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_02_001","1-1-04-02-001","Prepaid Insurance - Medical",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_02_002","1-1-04-02-002","Prepaid Insurance - Building / Fire",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_02_003","1-1-04-02-003","Prepaid Insurance - Motor Vehicle",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_02_004","1-1-04-02-004","Prepaid Insurance - Others",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03","1-1-04-03","Prepaid Rents",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_001","1-1-04-03-001","Prepaid Rent - Office",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_002","1-1-04-03-002","Prepaid Rent - Residence",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_003","1-1-04-03-003","Prepaid Rent - Warehouse",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_004","1-1-04-03-004","Prepaid Rent - Office Equipment",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_005","1-1-04-03-005","Prepaid Rent - Equipment",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_006","1-1-04-03-006","Prepaid Rent - Motor Vehicle",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_007","1-1-04-03-007","Prepaid Rent - Counter",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_03_008","1-1-04-03-008","Prepaid Rent - Others",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04","1-1-04-04","Advances",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_001","1-1-04-04-001","Advance Purchase of Land and/or Building",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_002","1-1-04-04-002","Advance Purchase of Machinery",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_003","1-1-04-04-003","Advance Purchase of Office Equipment",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_004","1-1-04-04-004","Advance Purchase of Equipment",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_005","1-1-04-04-005","Advance Purchase of Factory Equipment",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_006","1-1-04-04-006","Advance Purchase of Motor Vehicle",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_007","1-1-04-04-007","Advance - Promotion",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_008","1-1-04-04-008","Advance - Rent",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_009","1-1-04-04-009","Advance - Employee",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_010","1-1-04-04-010","Advance - Business Travel",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_04_011","1-1-04-04-011","Advance - Others",,"account.data_account_type_prepayments","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_05","1-1-04-05","Deferred Tax Asset",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_1_04_05_001","1-1-04-05-001","Deferred Tax Asset",,"account.data_account_type_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2","1-2","Non-Current Assets",,"account.data_account_type_non_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_01","1-2-01","Restricted Cash & Cash Equivalent",,"account.data_account_type_non_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_01_01","1-2-01-01","Restricted Cash & Cash Equivalent",,"account.data_account_type_non_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_01_01_001","1-2-01-01-001","Restricted Cash In Bank",,"account.data_account_type_non_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_01_01_002","1-2-01-01-002","Restricted Cash Equivalent",,"account.data_account_type_non_current_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_02","1-2-02","Fixed Assets",,"account.data_account_type_fixed_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_02_01","1-2-02-01","Fixed Assets",,"account.data_account_type_fixed_assets","False","l10n_id_paragon_chart_template"
"account_account_1_2_02_01_001","1-2-02-01-001","Land",,"account.data_account_type_fixed_assets","False","l10n_id_paragon_chart_template"
